NRC,Materia,Dias,Hora_ini,Hora_fin,Profesor,Salón
44733,Quimica Organica I,A,10:00:00,12:59:00,PEREZ - DIAZ LYDIA MARIA,12EMA7/107
44733,Quimica Organica I,M,10:00:00,12:59:00,PEREZ - DIAZ LYDIA MARIA,12EMA7/107
40988,Quimica Organica II,L,8:00:00,9:59:00,"MORENO - MORALES GLORIA
ELIZABETH",1FIQ6/107
40988,Quimica Organica II,V,8:00:00,9:59:00,"MORENO - MORALES GLORIA
ELIZABETH",1FIQ6/107
40988,Quimica Organica II,A,8:00:00,10:59:00,"MORENO - MORALES GLORIA
ELIZABETH",1FIQ1/103
40988,Quimica Organica II,M,8:00:00,10:59:00,"MORENO - MORALES GLORIA
ELIZABETH",1FIQ1/103
40988,Quimica Organica II,J,8:00:00,10:59:00,"MORENO - MORALES GLORIA
ELIZABETH",1FIQ1/103
41001,Recursos Nat. y Des. Sustent.,J,8:00:00,8:59:00,LOPEZ - ORTEGA JOSE GERARDO,12EMA7/107
41001,Recursos Nat. y Des. Sustent.,V,8:00:00,9:59:00,LOPEZ - ORTEGA JOSE GERARDO,12EMA7/205
41001,Recursos Nat. y Des. Sustent.,L,8:00:00,9:59:00,LOPEZ - ORTEGA JOSE GERARDO,12EMA7/107
41001,Recursos Nat. y Des. Sustent.,A,8:00:00,9:59:00,LOPEZ - ORTEGA JOSE GERARDO,12EMA7/107
41001,Recursos Nat. y Des. Sustent.,M,8:00:00,9:59:00,LOPEZ - ORTEGA JOSE GERARDO,12EMA7/107
40580,Seguridad e Higiene Industrial,L,16:00:00,19:59:00,MARTINEZ - RIOS RENE,1FIQ1/202
40580,Seguridad e Higiene Industrial,A,16:00:00,18:59:00,MARTINEZ - RIOS RENE,1FIQ1/202
40580,Seguridad e Higiene Industrial,M,16:00:00,18:59:00,MARTINEZ - RIOS RENE,1FIQ1/202
40580,Seguridad e Higiene Industrial,J,16:00:00,18:59:00,MARTINEZ - RIOS RENE,1FIQ1/202
40582,Sistem. de Gest. de la Calidad,V,15:00:00,15:59:00,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/101
40582,Sistem. de Gest. de la Calidad,L,15:00:00,16:59:00,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/101
40582,Sistem. de Gest. de la Calidad,A,15:00:00,16:59:00,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/101
40582,Sistem. de Gest. de la Calidad,M,15:00:00,16:59:00,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/101
40582,Sistem. de Gest. de la Calidad,J,15:00:00,16:59:00,"ROMANO - RODRIGUEZ MARIA
MARGARITA VICTORIA",1FIQ1/101
40584,Tesis,V,18:00:00,18:59:00,CHE - GALICIA GAMALIEL,1FIQ1/305
40584,Tesis,L,18:00:00,19:59:00,CHE - GALICIA GAMALIEL,1FIQ1/305
40584,Tesis,A,18:00:00,19:59:00,CHE - GALICIA GAMALIEL,1FIQ1/305
40584,Tesis,M,18:00:00,19:59:00,CHE - GALICIA GAMALIEL,1FIQ1/305
40584,Tesis,J,18:00:00,19:59:00,CHE - GALICIA GAMALIEL,1FIQ1/305
